Age,CustFor,Education,Marital_Status,Child,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,TotMnt,TotPurch,TotCmp,Cluster
39,783,Graduate,Partner,2,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,31,7,0,4
42,1028,Graduate,Partner,2,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,211,14,0,4
40,1312,PhD,Partner,1,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,0,1,0,0,0,1,877,25,1,3
37,1263,Graduate,Partner,1,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,11,4,0,1
33,1155,PhD,Partner,0,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,1,0,0,1,1,0,1,2034,25,3,2
25,928,Graduate,Alone,0,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,1,0,0,1,1,0,1,1991,19,3,2
54,819,PhD,Alone,0,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0,1686,24,1,2
34,883,PhD,Alone,1,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,324,17,0,1
37,803,Master,Alone,1,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,69,9,0,1
61,1339,Graduate,Partner,2,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,16,0,4
51,1269,Basic,Alone,1,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,5,0,1
55,1209,Master,Partner,2,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,964,27,0,3
65,1228,Graduate,Partner,1,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1327,28,0,2
52,829,PhD,Partner,2,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,68,7,0,4
57,1279,Graduate,Partner,0,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,5,0,1
61,1159,Graduate,Alone,2,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,0,1,0,0,0,0,55,5,1,4
50,840,Graduate,Partner,0,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,0,0,1,0,0,1456,21,1,2
58,1150,Master,Alone,1,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,563,18,0,3
62,1227,Graduate,Alone,1,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1504,26,0,3
49,797,Graduate,Alone,2,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,19,0,4
53,946,Graduate,Partner,0,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,0,0,1,0,0,1125,23,1,3
57,767,Graduate,Partner,1,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,1,0,0,0,0,0,0,358,17,1,4
45,931,PhD,Partner,1,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,42,5,0,4
52,797,Graduate,Partner,1,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,0,0,1,0,0,0,184,10,1,4
33,1168,Graduate,Partner,1,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,460,19,0,1
71,763,PhD,Alone,0,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,145,8,0,4
69,1260,Graduate,Partner,0,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,1376,25,0,2
47,1256,PhD,Alone,1,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,792,23,0,3
64,1342,Graduate,Partner,0,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,1382,23,0,2
69,1317,Basic,Partner,0,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,28,4,0,4
70,1005,Master,Partner,0,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,1033,24,0,3
47,1127,Graduate,Alone,1,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,882,23,0,3
67,1214,PhD,Partner,0,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,1,0,0,1,1,0,0,2231,15,3,2
55,1352,PhD,Partner,1,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,0,1,1101,19,1,3
42,1386,Graduate,Partner,1,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,16,0,1
36,853,Master,Alone,1,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,48,5,0,1
67,1233,PhD,Alone,1,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,0,0,1,0,0,1,467,19,1,3
45,1282,Graduate,Alone,2,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,8,0,1
37,1200,Basic,Alone,2,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,38,10,0,1
48,966,Graduate,Partner,2,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,81,9,0,4
45,1060,Master,Alone,1,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,167,10,0,1
61,781,PhD,Partner,2,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,45,7,0,4
44,1130,Graduate,Partner,1,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,664,21,0,2
52,1023,Master,Partner,1,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,622,20,0,2
37,1207,Master,Alone,1,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,48,7,0,1
41,980,Graduate,Partner,1,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,461,16,0,3
39,1044,Graduate,Partner,1,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1073,26,0,3
30,1026,Master,Partner,1,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,55,8,0,1
60,1191,Graduate,Partner,1,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,976,26,0,3
36,744,PhD,Alone,1,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,20,5,0,4
34,1148,Graduate,Partner,0,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,17,0,2
55,745,Basic,Partner,0,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,43,6,0,4
41,983,Master,Partner,1,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0,0,224,10,1,1
42,1380,PhD,Alone,1,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,101,9,0,1
70,1168,PhD,Partner,0,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,10,0,4
31,1363,Graduate,Alone,0,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,21,0,3
64,1117,PhD,Partner,0,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,1165,17,0,2
49,834,Graduate,Partner,1,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,24,5,0,4
61,1339,Graduate,Partner,2,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,16,0,4
31,1400,Graduate,Alone,1,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,12,0,1
39,1355,PhD,Partner,0,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,269,13,0,1
43,1058,PhD,Partner,1,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,102,7,0,1
32,1063,Master,Partner,0,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,461,19,0,2
37,1290,Basic,Alone,1,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,47,7,0,1
40,863,PhD,Alone,2,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,144,10,0,4
48,1354,Graduate,Partner,0,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,1338,24,0,2
57,944,Graduate,Partner,1,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,917,25,0,3
45,1275,Graduate,Partner,2,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,318,17,0,1
49,1334,Graduate,Alone,2,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,253,14,0,1
43,1377,Graduate,Partner,1,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,502,20,0,1
33,933,Graduate,Partner,1,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,119,7,0,1
37,1401,Master,Partner,2,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1250,29,0,2
37,970,Graduate,Partner,1,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,24,0,2
66,1059,Graduate,Partner,2,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,9,0,4
53,809,PhD,Alone,2,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,7,0,4
54,1049,Master,Partner,0,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,0,0,1,0,0,1382,26,1,2
40,873,Graduate,Alone,1,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,84,7,0,4
64,1082,Graduate,Partner,2,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,0,1,0,0,0,0,255,14,1,4
56,1111,Master,Partner,2,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,43,5,0,4
61,1000,Graduate,Alone,1,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,398,14,0,3
39,805,Master,Alone,1,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,76,8,0,4
52,754,Graduate,Partner,2,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,1,0,0,0,0,0,0,902,15,1,4
35,789,Master,Partner,1,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,21,0,2
40,733,Graduate,Partner,1,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1179,26,0,2
42,1354,Graduate,Partner,1,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,0,0,1,0,0,1921,29,1,2
65,1158,Master,Partner,2,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,185,10,0,4
50,1197,Graduate,Alone,2,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,23,0,4
65,901,Graduate,Partner,2,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,0,1,0,0,0,0,34,6,1,4
58,1117,Graduate,Partner,1,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,27,0,3
50,935,PhD,Alone,2,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,416,25,0,1
52,1121,Graduate,Alone,2,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,10,0,4
60,793,Graduate,Partner,0,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,1588,17,0,2
42,1332,PhD,Alone,0,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1,0,0,0,0,1797,17,1,2
50,1364,Graduate,Partner,2,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,6,0,1
53,1321,PhD,Alone,1,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1143,21,0,3
47,732,Master,Partner,0,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,1,0,0,0,0,0,0,914,14,1,3
24,1256,Graduate,Partner,0,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,1,0,0,0,0,0,0,1502,12,1,2
62,1231,Graduate,Alone,1,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,20,0,2
33,1074,PhD,Partner,1,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,27,5,0,1
34,1005,Master,Partner,1,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,0,0,1,0,0,0,763,22,1,3
65,1076,Graduate,Alone,0,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,1331,22,0,2
60,1033,Graduate,Partner,2,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,525,19,0,4
55,745,PhD,Partner,2,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9,4,0,4
54,814,Graduate,Partner,1,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,1,0,0,0,0,0,0,953,16,1,3
45,992,Master,Alone,2,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,68,7,0,4
45,999,Master,Alone,2,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,10,0,4
48,1055,Graduate,Partner,1,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,882,23,0,3
38,1394,Master,Partner,0,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,25,0,2
47,1018,Graduate,Partner,1,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,37,5,0,1
51,1039,PhD,Alone,1,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,388,15,0,4
30,1230,Graduate,Partner,0,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,1428,16,0,2
58,1133,Master,Partner,0,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,1633,24,0,2
41,1134,Master,Partner,1,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,173,10,0,1
29,995,Graduate,Alone,1,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,9,0,1
57,1202,Graduate,Partner,1,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,215,12,0,4
54,1228,PhD,Partner,1,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,31,0,3
42,832,Graduate,Partner,1,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,219,12,0,4
39,1022,Graduate,Partner,2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,174,12,0,4
38,1297,Graduate,Partner,2,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,92,9,0,1
46,1024,PhD,Partner,0,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,1052,25,0,2
59,1195,Graduate,Partner,1,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,0,0,1,0,0,0,275,14,1,4
61,1426,Master,Partner,1,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,587,16,0,3
62,1376,PhD,Alone,1,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,33,0,3
34,1234,PhD,Partner,1,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,159,11,0,1
63,1122,Master,Alone,0,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,1,0,0,1,1,0,1,1024,18,3,2
48,798,Master,Alone,1,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,35,7,0,4
59,1033,Master,Partner,0,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,1042,15,0,2
51,935,Master,Partner,2,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,395,19,0,4
41,1386,PhD,Partner,0,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,0,1,0,1,557,23,3,3
53,737,PhD,Partner,2,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,15,0,4
26,1087,Graduate,Partner,0,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,69,6,0,1
50,900,PhD,Partner,1,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,486,18,0,4
28,878,Graduate,Alone,1,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,6,0,1
21,1380,Master,Alone,0,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,0,0,1,0,1,1,1,1365,28,2,2
41,1137,Graduate,Partner,1,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,4,0,1
38,1339,PhD,Partner,0,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1401,21,0,2
55,1265,Graduate,Partner,0,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,14,0,2
32,1023,PhD,Alone,0,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,1323,20,0,2
45,1052,Master,Alone,1,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,1,0,0,1,0,0,0,1217,32,2,3
65,1320,Master,Alone,3,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,103,7,0,4
40,1091,Master,Partner,0,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,84,7,0,1
44,1250,PhD,Partner,0,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,1536,23,0,2
31,1380,Graduate,Partner,1,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,581,18,0,3
50,1330,PhD,Partner,1,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,928,14,0,3
41,927,Master,Alone,0,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,14,4,0,1
37,1057,Graduate,Alone,1,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,15,0,1
45,989,Graduate,Partner,1,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,960,14,0,2
34,1328,Graduate,Partner,0,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1,1555,20,1,2
43,1361,Graduate,Alone,2,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,0,0,1,0,0,1,656,29,1,3
48,1027,Master,Partner,2,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,9,0,4
32,780,Graduate,Alone,1,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,20,5,0,1
45,1367,Master,Partner,1,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,17,0,1
39,842,Master,Partner,0,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,1,0,0,1,1,0,1,2257,22,3,2
49,851,PhD,Alone,1,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,42,7,0,4
52,1113,Graduate,Alone,1,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1049,26,0,2
44,805,Graduate,Alone,2,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,7,0,4
68,1274,PhD,Alone,1,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,25,0,3
64,802,Graduate,Alone,1,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,39,5,0,4
29,873,Master,Alone,0,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,5,0,1
57,1413,Master,Alone,0,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,835,21,0,2
58,890,Graduate,Partner,0,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,1,0,0,0,0,0,0,1515,20,1,2
65,1226,PhD,Partner,1,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1039,26,0,3
41,1080,Graduate,Alone,1,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1596,26,0,2
32,1353,PhD,Partner,0,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,1828,18,0,2
47,791,PhD,Partner,1,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,0,0,1,0,0,0,1,34,6,1,4
48,803,PhD,Alone,1,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,149,10,0,4
47,1137,Master,Alone,1,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,0,0,1,0,0,0,946,23,1,3
31,772,PhD,Alone,0,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,28,6,0,1
32,1334,Graduate,Alone,1,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,450,17,0,1
59,892,PhD,Partner,2,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,46,5,0,4
45,965,PhD,Alone,0,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,0,0,1,0,0,0,1,1702,16,1,2
41,1024,Graduate,Partner,2,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,820,25,0,3
34,1219,Graduate,Partner,1,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,0,1,0,0,0,0,382,15,1,1
28,1398,PhD,Partner,0,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,20,0,2
27,789,Master,Partner,0,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,0,1,0,0,2069,20,3,2
31,1249,Graduate,Partner,1,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,72,7,0,1
48,757,Graduate,Alone,1,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,1,0,0,1,0,0,0,732,28,2,4
42,765,Graduate,Alone,0,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,801,11,0,2
67,983,Graduate,Alone,1,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,236,12,0,4
38,1389,Basic,Partner,1,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0,0,80,5,1,1
62,821,PhD,Alone,0,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,0,0,1,0,0,1685,15,1,2
66,1112,PhD,Partner,1,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,18,0,3
52,1222,PhD,Partner,2,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,68,7,0,4
33,808,Graduate,Alone,0,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,49,5,0,1
29,834,Master,Partner,0,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,397,15,0,1
45,979,Graduate,Alone,1,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,39,9,0,1
48,886,Graduate,Partner,1,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,0,0,1,0,0,0,306,14,1,4
62,1145,Graduate,Partner,0,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,976,14,0,2
45,1027,PhD,Partner,1,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,1028,28,0,3
30,875,Graduate,Partner,1,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,70,7,0,1
57,1198,Graduate,Partner,0,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,46,5,0,1
36,1007,Master,Partner,1,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,0,0,1,0,0,0,0,51,5,1,1
56,801,Master,Partner,0,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,1263,21,0,2
46,1327,Graduate,Alone,1,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,0,0,1,0,0,0,1490,22,1,2
45,1354,Master,Partner,0,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,24,0,2
49,1407,Graduate,Partner,1,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,1,0,0,1,0,0,1,1815,18,2,2
53,1251,PhD,Alone,1,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,1198,31,0,3
48,1405,Graduate,Alone,1,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,1,0,0,1,416,23,2,3
26,1229,Graduate,Partner,0,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,85,6,0,1
35,1125,PhD,Alone,1,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,47,8,0,1
40,1225,Graduate,Alone,0,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,137,8,0,1
51,1281,PhD,Partner,2,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,21,4,0,1
39,738,Master,Alone,1,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,70,6,0,4
44,892,Master,Partner,1,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,909,22,0,2
60,1348,Graduate,Alone,0,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,1,1,0,1,1,0,1,1676,22,4,2
73,1002,Master,Alone,0,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,0,0,1,0,0,1735,26,1,2
57,1268,Graduate,Alone,2,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,1191,30,0,3
39,1028,Master,Partner,1,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,24,5,0,1
